time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1590192224.10012960,0.00943339,0.00247632,0.00000403,41520.00000000,0.00998378,0.000000,0.000000
1590192224.20044947,0.00943578,0.00277887,0.00000458,41489.00000000,0.01221277,0.000000,0.000000
1590192224.30028963,0.00943904,0.00266955,0.00000521,41484.00000000,0.01323857,0.000000,0.000000
1590192224.40012956,0.00943827,0.00181492,0.00000372,41496.00000000,0.00854143,0.000000,0.000000
1590192224.50044942,0.00943781,0.00196145,0.00000361,41498.00000000,0.00889985,0.000000,0.000000
1590192224.60028958,0.00943682,0.00177473,0.00000351,41517.00000000,0.00827455,0.000000,0.000000
1590192224.70012951,0.00943619,0.00191222,0.00000336,41512.00000000,0.00870831,0.000000,0.000000
1590192224.80044961,0.00943566,0.00165483,0.00000351,41511.00000000,0.00881654,0.000000,0.000000
1590192224.90028954,0.00943598,0.00193149,0.00000387,41521.00000000,0.00980793,0.000000,0.000000
1590192225.00014567,0.00943574,0.00190022,0.00000367,41527.00000000,0.00915503,0.000000,0.000000
1590192225.10046577,0.00943770,0.00306782,0.00000395,41548.00000000,0.01173381,0.000000,0.000000
1590192225.20030570,0.00943799,0.00210316,0.00000381,41559.00000000,0.00978531,0.000000,0.000000
1590192225.30014563,0.00943818,0.00221913,0.00000362,41571.00000000,0.00965384,0.000000,0.000000
1590192225.40046573,0.00943763,0.00195327,0.00000341,41555.00000000,0.00878764,0.000000,0.000000
1590192225.50030565,0.00943735,0.00153560,0.00000385,41559.00000000,0.00910958,0.000000,0.000000
1590192225.60014558,0.00943774,0.00272712,0.00000366,41558.00000000,0.00990422,0.000000,0.000000
1590192225.70046568,0.00943777,0.00211786,0.00000399,41568.00000000,0.00947150,0.000000,0.000000
1590192225.80030560,0.00943769,0.00168711,0.00000433,41581.00000000,0.00934485,0.000000,0.000000
1590192225.90014577,0.00943788,0.00168808,0.00000434,41594.00000000,0.00966043,0.000000,0.000000
1590192226.00048161,0.00943776,0.00230978,0.00000345,41622.00000000,0.00929236,0.000000,0.000000
1590192226.10032153,0.00943718,0.00206761,0.00000339,41589.00000000,0.00875577,0.000000,0.000000
1590192226.20016146,0.00943742,0.00211559,0.00000370,41600.00000000,0.00971336,0.000000,0.000000
1590192226.30048156,0.00943666,0.00145759,0.00000374,41603.00000000,0.00854551,0.000000,0.000000
1590192226.40032148,0.00943584,0.00216925,0.00000319,41626.00000000,0.00846196,0.000000,0.000000
1590192226.50016165,0.00944615,0.00201810,0.00000324,41394.00000000,0.02168616,0.000000,0.000000
1590192226.60048151,0.00944580,0.00185615,0.00000433,41418.00000000,0.00903046,0.000000,0.000000
1590192226.70032144,0.00944535,0.00182755,0.00000396,41431.00000000,0.00890557,0.000000,0.000000
1590192226.80016160,0.00944814,0.00182640,0.00000440,41449.00000000,0.01276709,0.000000,0.000000
1590192226.90048146,0.00944765,0.00202821,0.00000347,41481.00000000,0.00886004,0.000000,0.000000
1590192227.00033760,0.00944726,0.00182291,0.00000381,41502.00000000,0.00899170,0.000000,0.000000
1590192227.10017776,0.00944634,0.00143307,0.00000353,41532.00000000,0.00834518,0.000000,0.000000
1590192227.20001769,0.00944563,0.00178684,0.00000351,41541.00000000,0.00859581,0.000000,0.000000
1590192227.30033755,0.00944615,0.00188405,0.00000426,41567.00000000,0.01006485,0.000000,0.000000
1590192227.40017772,0.00944685,0.00278517,0.00000373,41553.00000000,0.01028322,0.000000,0.000000
1590192227.50001764,0.00944582,0.00169507,0.00000343,41579.00000000,0.00822014,0.000000,0.000000
1590192227.60033774,0.00944682,0.00275578,0.00000361,41605.00000000,0.01063747,0.000000,0.000000
1590192227.70017767,0.00944689,0.00209700,0.00000411,41641.00000000,0.00953906,0.000000,0.000000
1590192227.80001760,0.00944554,0.00160981,0.00000326,41671.00000000,0.00782765,0.000000,0.000000
1590192227.90033770,0.00944556,0.00164272,0.00000374,41680.00000000,0.00946485,0.000000,0.000000
1590192228.00019360,0.00944510,0.00225439,0.00000334,41695.00000000,0.00888975,0.000000,0.000000
1590192228.10003352,0.00944449,0.00192358,0.00000348,41728.00000000,0.00870792,0.000000,0.000000
1590192228.20035362,0.00944412,0.00228079,0.00000350,41759.00000000,0.00900744,0.000000,0.000000
1590192228.30019355,0.00944343,0.00187940,0.00000361,41782.00000000,0.00860927,0.000000,0.000000
1590192228.40003347,0.00944406,0.00277926,0.00000338,41791.00000000,0.01019950,0.000000,0.000000
1590192228.50035357,0.00944424,0.00232189,0.00000344,41800.00000000,0.00965832,0.000000,0.000000
1590192228.60019350,0.00944441,0.00167674,0.00000398,41808.00000000,0.00965732,0.000000,0.000000
1590192228.70003343,0.00944368,0.00179944,0.00000346,41787.00000000,0.00855828,0.000000,0.000000
1590192228.80035353,0.00944295,0.00207297,0.00000329,41738.00000000,0.00856335,0.000000,0.000000
1590192228.90019345,0.00944268,0.00214618,0.00000363,41762.00000000,0.00910689,0.000000,0.000000
1590192229.00004959,0.00944230,0.00202409,0.00000399,41778.00000000,0.00899293,0.000000,0.000000
1590192229.10036969,0.00944156,0.00159342,0.00000371,41810.00000000,0.00853645,0.000000,0.000000
1590192229.20020962,0.00944289,0.00261983,0.00000364,41821.00000000,0.01105729,0.000000,0.000000
1590192229.30004978,0.00944244,0.00214792,0.00000340,41837.00000000,0.00889205,0.000000,0.000000
1590192229.40036964,0.00944152,0.00194028,0.00000340,41850.00000000,0.00832660,0.000000,0.000000
1590192229.50020957,0.00944080,0.00180235,0.00000347,41855.00000000,0.00856428,0.000000,0.000000
1590192229.60004973,0.00943941,0.00158010,0.00000327,41868.00000000,0.00774702,0.000000,0.000000
1590192229.70036960,0.00943935,0.00229202,0.00000367,41885.00000000,0.00936812,0.000000,0.000000
1590192229.80020976,0.00943953,0.00228543,0.00000389,41826.00000000,0.00966149,0.000000,0.000000
1590192229.90004969,0.00943926,0.00174308,0.00000414,41842.00000000,0.00910445,0.000000,0.000000
1590192230.00038576,0.00943938,0.00248925,0.00000366,41860.00000000,0.00958757,0.000000,0.000000
1590192230.10022569,0.00943960,0.00183527,0.00000417,41882.00000000,0.00971405,0.000000,0.000000
1590192230.20006585,0.00944034,0.00162194,0.00000414,41896.00000000,0.01033812,0.000000,0.000000
1590192230.30038571,0.00944010,0.00158480,0.00000368,41899.00000000,0.00914374,0.000000,0.000000
1590192230.40022588,0.00943968,0.00221939,0.00000341,41919.00000000,0.00892735,0.000000,0.000000
1590192230.50006580,0.00943966,0.00186296,0.00000386,41880.00000000,0.00941614,0.000000,0.000000
1590192230.60038590,0.00944024,0.00241869,0.00000389,41886.00000000,0.01015658,0.000000,0.000000
1590192230.70022583,0.00944022,0.00194037,0.00000422,41900.00000000,0.00942003,0.000000,0.000000
1590192230.80006576,0.00944152,0.00289505,0.00000391,41920.00000000,0.01103249,0.000000,0.000000
1590192230.90038586,0.00944180,0.00192772,0.00000402,41940.00000000,0.00978644,0.000000,0.000000
1590192231.00024199,0.00944304,0.00230303,0.00000460,41928.00000000,0.01097350,0.000000,0.000000
1590192231.10008192,0.00944207,0.00160470,0.00000370,41934.00000000,0.00824835,0.000000,0.000000
1590192231.20040202,0.00944132,0.00215428,0.00000371,41897.00000000,0.00851093,0.000000,0.000000
1590192231.30024195,0.00944114,0.00239868,0.00000366,41905.00000000,0.00921847,0.000000,0.000000
1590192231.40008187,0.00944146,0.00214019,0.00000408,41922.00000000,0.00983541,0.000000,0.000000
1590192231.50040197,0.00944137,0.00186596,0.00000394,41932.00000000,0.00933094,0.000000,0.000000
1590192231.60024190,0.00944178,0.00261721,0.00000356,41937.00000000,0.00994754,0.000000,0.000000
1590192231.70008183,0.00944232,0.00222967,0.00000388,41952.00000000,0.01012113,0.000000,0.000000
1590192231.80040193,0.00944197,0.00178738,0.00000373,41949.00000000,0.00900136,0.000000,0.000000
1590192231.90024185,0.00944140,0.00148668,0.00000346,41969.00000000,0.00873712,0.000000,0.000000
1590192232.00009799,0.00944063,0.00205950,0.00000351,41980.00000000,0.00848290,0.000000,0.000000
1590192232.10041809,0.00944026,0.00189888,0.00000349,41955.00000000,0.00898483,0.000000,0.000000
1590192232.20025802,0.00944008,0.00219091,0.00000365,41964.00000000,0.00921093,0.000000,0.000000
1590192232.30009794,0.00944021,0.00192776,0.00000400,41975.00000000,0.00960501,0.000000,0.000000
1590192232.40041804,0.00943954,0.00192530,0.00000346,41983.00000000,0.00859699,0.000000,0.000000
1590192232.50025797,0.00943924,0.00237329,0.00000335,41992.00000000,0.00906929,0.000000,0.000000
1590192232.60009813,0.00943922,0.00217527,0.00000379,41994.00000000,0.00941921,0.000000,0.000000
1590192232.70041800,0.00943972,0.00250381,0.00000396,42003.00000000,0.01006656,0.000000,0.000000
1590192232.80025816,0.00943904,0.00155415,0.00000344,42016.00000000,0.00858004,0.000000,0.000000
1590192232.90009809,0.00943882,0.00159620,0.00000407,42023.00000000,0.00916946,0.000000,0.000000
1590192233.00043416,0.00943939,0.00201249,0.00000429,42031.00000000,0.01015004,0.000000,0.000000
1590192233.10027409,0.00944060,0.00268160,0.00000440,42015.00000000,0.01096273,0.000000,0.000000
1590192233.20011425,0.00944125,0.00216862,0.00000421,42020.00000000,0.01025112,0.000000,0.000000
1590192233.30043411,0.00945073,0.00273036,0.00000321,42016.00000000,0.02134576,0.000000,0.000000
1590192233.40027428,0.00944974,0.00160320,0.00000326,42012.00000000,0.00820510,0.000000,0.000000
1590192233.50011420,0.00944892,0.00196791,0.00000352,42008.00000000,0.00842536,0.000000,0.000000
1590192233.60043406,0.00944953,0.00161218,0.00000390,42007.00000000,0.01020676,0.000000,0.000000
1590192233.70027423,0.00944898,0.00200975,0.00000348,42022.00000000,0.00876331,0.000000,0.000000
1590192233.80011415,0.00944902,0.00172490,0.00000404,42036.00000000,0.00949344,0.000000,0.000000
1590192233.90043426,0.00945086,0.00299632,0.00000403,42055.00000000,0.01177220,0.000000,0.000000
1590192234.00029039,0.00945226,0.00264296,0.00000398,42065.00000000,0.01121760,0.000000,0.000000
1590192234.10013032,0.00945295,0.00180335,0.00000422,42064.00000000,0.01033144,0.000000,0.000000
1590192234.20045042,0.00945252,0.00161506,0.00000399,42075.00000000,0.00890711,0.000000,0.000000
1590192234.30029035,0.00945188,0.00150527,0.00000379,42082.00000000,0.00864304,0.000000,0.000000
1590192234.40013027,0.00945200,0.00207593,0.00000374,42093.00000000,0.00960507,0.000000,0.000000
1590192234.50045037,0.00945259,0.00191045,0.00000406,42110.00000000,0.01019330,0.000000,0.000000
1590192234.60029030,0.00945291,0.00159581,0.00000427,42127.00000000,0.00986294,0.000000,0.000000
1590192234.70013022,0.00945225,0.00177578,0.00000357,42124.00000000,0.00861577,0.000000,0.000000
1590192234.80045033,0.00945218,0.00240374,0.00000357,42126.00000000,0.00936306,0.000000,0.000000
1590192234.90029025,0.00945291,0.00171321,0.00000417,42135.00000000,0.01037626,0.000000,0.000000
1590192235.00014639,0.00945283,0.00192148,0.00000369,42135.00000000,0.00935658,0.000000,0.000000
1590192235.10046649,0.00945204,0.00169185,0.00000333,42135.00000000,0.00844698,0.000000,0.000000
1590192235.20030642,0.00945224,0.00192608,0.00000392,42149.00000000,0.00970264,0.000000,0.000000
1590192235.30014634,0.00945271,0.00207098,0.00000411,42053.00000000,0.01005732,0.000000,0.000000
1590192235.40046644,0.00945252,0.00226034,0.00000375,42061.00000000,0.00920722,0.000000,0.000000
1590192235.50030637,0.00945280,0.00186920,0.00000429,42085.00000000,0.00980538,0.000000,0.000000
1590192235.60014653,0.00945502,0.00307334,0.00000472,42103.00000000,0.01229625,0.000000,0.000000
1590192235.70046639,0.00945491,0.00237570,0.00000382,42115.00000000,0.00931712,0.000000,0.000000
1590192235.80030632,0.00945521,0.00202051,0.00000425,42112.00000000,0.00983822,0.000000,0.000000
1590192235.90014648,0.00945448,0.00172227,0.00000366,42121.00000000,0.00851693,0.000000,0.000000
1590192236.00048232,0.00945391,0.00162298,0.00000364,42130.00000000,0.00873087,0.000000,0.000000
1590192236.10032225,0.00945380,0.00229961,0.00000359,42121.00000000,0.00931176,0.000000,0.000000
1590192236.20016241,0.00945497,0.00247713,0.00000388,42118.00000000,0.01095284,0.000000,0.000000
1590192236.30048227,0.00945418,0.00161832,0.00000359,42125.00000000,0.00843627,0.000000,0.000000
1590192236.40032220,0.00945336,0.00184371,0.00000346,42139.00000000,0.00840186,0.000000,0.000000
1590192236.50016236,0.00945363,0.00220948,0.00000374,42114.00000000,0.00980059,0.000000,0.000000
1590192236.60048223,0.00945280,0.00168929,0.00000363,42131.00000000,0.00838246,0.000000,0.000000
1590192236.70032239,0.00945211,0.00177690,0.00000361,42116.00000000,0.00856972,0.000000,0.000000
1590192236.80016232,0.00945169,0.00202343,0.00000375,42128.00000000,0.00891021,0.000000,0.000000
1590192236.90048242,0.00945181,0.00244563,0.00000363,42110.00000000,0.00959977,0.000000,0.000000
1590192237.00033808,0.00945211,0.00171090,0.00000490,42115.00000000,0.00984362,0.000000,0.000000
1590192237.10017824,0.00945201,0.00200331,0.00000390,42128.00000000,0.00931769,0.000000,0.000000
1590192237.20001817,0.00945453,0.00342479,0.00000521,42104.00000000,0.01272083,0.000000,0.000000
1590192237.30033827,0.00945397,0.00209743,0.00000348,42119.00000000,0.00872332,0.000000,0.000000
1590192237.40017819,0.00945364,0.00165244,0.00000385,42126.00000000,0.00902719,0.000000,0.000000
1590192237.50001812,0.00945304,0.00175901,0.00000379,42131.00000000,0.00867232,0.000000,0.000000
1590192237.60033822,0.00945251,0.00153945,0.00000389,42134.00000000,0.00876524,0.000000,0.000000
1590192237.70017815,0.00945178,0.00179280,0.00000349,42135.00000000,0.00850352,0.000000,0.000000
1590192237.80001807,0.00945186,0.00218943,0.00000395,42149.00000000,0.00955719,0.000000,0.000000
1590192237.90033817,0.00945165,0.00198701,0.00000388,42130.00000000,0.00917431,0.000000,0.000000
1590192238.00019431,0.00945151,0.00206165,0.00000391,42137.00000000,0.00927549,0.000000,0.000000
1590192238.10003424,0.00945145,0.00148633,0.00000407,42134.00000000,0.00936970,0.000000,0.000000
1590192238.20035434,0.00945125,0.00178423,0.00000406,41836.00000000,0.00919299,0.000000,0.000000
1590192238.30019426,0.00946166,0.00350282,0.00000363,41840.00000000,0.02304008,0.000000,0.000000
1590192238.40003419,0.00946105,0.00189863,0.00000346,41827.00000000,0.00866537,0.000000,0.000000
1590192238.50035429,0.00946096,0.00209895,0.00000375,41840.00000000,0.00935185,0.000000,0.000000
1590192238.60019422,0.00946064,0.00203881,0.00000357,41823.00000000,0.00904487,0.000000,0.000000
1590192238.70003438,0.00946063,0.00237519,0.00000373,41809.00000000,0.00944155,0.000000,0.000000
1590192238.80035424,0.00946080,0.00204622,0.00000364,41805.00000000,0.00968387,0.000000,0.000000
1590192238.90019441,0.00946182,0.00225917,0.00000403,41815.00000000,0.01079462,0.000000,0.000000
1590192239.00005054,0.00946138,0.00149331,0.00000368,41828.00000000,0.00888602,0.000000,0.000000
1590192239.10037041,0.00946138,0.00176815,0.00000357,41837.00000000,0.00945749,0.000000,0.000000
1590192239.20021033,0.00946111,0.00166100,0.00000371,41849.00000000,0.00911877,0.000000,0.000000
1590192239.30005050,0.00946155,0.00177429,0.00000377,41859.00000000,0.01002999,0.000000,0.000000
1590192239.40037036,0.00946169,0.00165041,0.00000433,41864.00000000,0.00965434,0.000000,0.000000
1590192239.50021052,0.00946325,0.00296783,0.00000425,41870.00000000,0.01151346,0.000000,0.000000
1590192239.60005045,0.00946275,0.00211168,0.00000366,41875.00000000,0.00880613,0.000000,0.000000
1590192239.70037055,0.00946265,0.00203160,0.00000395,41886.00000000,0.00932328,0.000000,0.000000
1590192239.80021048,0.00946275,0.00150967,0.00000439,41900.00000000,0.00959795,0.000000,0.000000
1590192239.90005040,0.00946255,0.00164164,0.00000379,41916.00000000,0.00920169,0.000000,0.000000
1590192240.00038624,0.00946295,0.00146168,0.00000385,41917.00000000,0.00998823,0.000000,0.000000
1590192240.10022640,0.00946399,0.00175327,0.00000382,41927.00000000,0.01084346,0.000000,0.000000
1590192240.20006633,0.00946394,0.00185256,0.00000404,41938.00000000,0.00939525,0.000000,0.000000
1590192240.30038619,0.00946312,0.00177884,0.00000360,41954.00000000,0.00838275,0.000000,0.000000
1590192240.40022635,0.00946262,0.00206616,0.00000346,41965.00000000,0.00879018,0.000000,0.000000
1590192240.50006628,0.00946297,0.00217374,0.00000405,41981.00000000,0.00992904,0.000000,0.000000
1590192240.60038638,0.00946333,0.00181762,0.00000439,41997.00000000,0.00994270,0.000000,0.000000
1590192240.70022631,0.00946287,0.00164000,0.00000375,42007.00000000,0.00885422,0.000000,0.000000
1590192240.80006623,0.00946365,0.00288456,0.00000341,42006.00000000,0.01049950,0.000000,0.000000
1590192240.90038633,0.00946402,0.00200546,0.00000416,42019.00000000,0.00995770,0.000000,0.000000
1590192241.00024247,0.00946442,0.00203570,0.00000443,42022.00000000,0.00999006,0.000000,0.000000
1590192241.10008240,0.00946564,0.00210206,0.00000466,42030.00000000,0.01109869,0.000000,0.000000
1590192241.20040250,0.00946713,0.00225040,0.00000428,42032.00000000,0.01145531,0.000000,0.000000
1590192241.30024242,0.00946811,0.00228569,0.00000392,42026.00000000,0.01077575,0.000000,0.000000
1590192241.40008235,0.00946812,0.00198952,0.00000396,42038.00000000,0.00947440,0.000000,0.000000
1590192241.50040245,0.00946835,0.00194779,0.00000386,42021.00000000,0.00978109,0.000000,0.000000
1590192241.60024238,0.00946881,0.00150496,0.00000370,42026.00000000,0.01008576,0.000000,0.000000
1590192241.70008254,0.00946911,0.00221191,0.00000395,42040.00000000,0.00986615,0.000000,0.000000
1590192241.80040240,0.00946888,0.00188173,0.00000388,42037.00000000,0.00915886,0.000000,0.000000
1590192241.90024233,0.00946948,0.00265296,0.00000420,42048.00000000,0.01028588,0.000000,0.000000
1590192242.00009847,0.00946947,0.00196644,0.00000355,42057.00000000,0.00945254,0.000000,0.000000
1590192242.10041857,0.00947036,0.00192647,0.00000435,42067.00000000,0.01066872,0.000000,0.000000
1590192242.20025849,0.00947041,0.00190849,0.00000367,42060.00000000,0.00953519,0.000000,0.000000
1590192242.30009866,0.00947005,0.00152764,0.00000414,42067.00000000,0.00898944,0.000000,0.000000
1590192242.40041852,0.00947054,0.00241685,0.00000381,42083.00000000,0.01012775,0.000000,0.000000
1590192242.50025845,0.00947151,0.00274796,0.00000414,42062.00000000,0.01076880,0.000000,0.000000
1590192242.60009861,0.00947126,0.00165450,0.00000409,41856.00000000,0.00914441,0.000000,0.000000
1590192242.70041847,0.00947036,0.00163653,0.00000350,41867.00000000,0.00824963,0.000000,0.000000
1590192242.80025864,0.00946956,0.00166732,0.00000375,41881.00000000,0.00839181,0.000000,0.000000
1590192242.90009856,0.00946952,0.00220565,0.00000357,41868.00000000,0.00942004,0.000000,0.000000
1590192243.00043464,0.00946893,0.00177189,0.00000368,41878.00000000,0.00867256,0.000000,0.000000
1590192243.10027480,0.00946841,0.00184662,0.00000367,41887.00000000,0.00875611,0.000000,0.000000
1590192243.20011473,0.00946799,0.00206919,0.00000351,41885.00000000,0.00889810,0.000000,0.000000
1590192243.30043459,0.00947602,0.00173180,0.00000391,41883.00000000,0.02036289,0.000000,0.000000
1590192243.40027475,0.00947577,0.00208416,0.00000355,41894.00000000,0.00913449,0.000000,0.000000
1590192243.50011468,0.00947528,0.00218563,0.00000344,41872.00000000,0.00880809,0.000000,0.000000
1590192243.60043478,0.00947481,0.00207142,0.00000320,41876.00000000,0.00884377,0.000000,0.000000
1590192243.70027471,0.00947477,0.00201890,0.00000373,41885.00000000,0.00940857,0.000000,0.000000
1590192243.80011463,0.00947476,0.00219255,0.00000351,41875.00000000,0.00946967,0.000000,0.000000
1590192243.90043473,0.00947352,0.00157637,0.00000333,41881.00000000,0.00778719,0.000000,0.000000
1590192244.00029087,0.00947350,0.00196899,0.00000390,41889.00000000,0.00943870,0.000000,0.000000
1590192244.10013080,0.00947315,0.00168380,0.00000389,41903.00000000,0.00900250,0.000000,0.000000
1590192244.20045090,0.00947323,0.00220292,0.00000379,41908.00000000,0.00957659,0.000000,0.000000
1590192244.30029082,0.00947286,0.00167942,0.00000393,41915.00000000,0.00896563,0.000000,0.000000
1590192244.40013075,0.00947396,0.00263627,0.00000412,41910.00000000,0.01098412,0.000000,0.000000
1590192244.50045085,0.00947398,0.00234898,0.00000360,41908.00000000,0.00950048,0.000000,0.000000
1590192244.60029078,0.00947368,0.00150277,0.00000413,41900.00000000,0.00906567,0.000000,0.000000
1590192244.70013070,0.00947288,0.00155139,0.00000340,41911.00000000,0.00837599,0.000000,0.000000
1590192244.80045080,0.00947274,0.00258578,0.00000355,41922.00000000,0.00928407,0.000000,0.000000
1590192244.90029073,0.00947208,0.00162631,0.00000386,41932.00000000,0.00856392,0.000000,0.000000
1590192245.00014687,0.00947172,0.00215150,0.00000375,41896.00000000,0.00897926,0.000000,0.000000
1590192245.10046697,0.00947279,0.00248074,0.00000418,41863.00000000,0.01093411,0.000000,0.000000
1590192245.20030689,0.00947269,0.00201597,0.00000378,41867.00000000,0.00934141,0.000000,0.000000
1590192245.30014706,0.00947300,0.00164739,0.00000429,41868.00000000,0.00989497,0.000000,0.000000
1590192245.40046692,0.00947288,0.00152921,0.00000401,41875.00000000,0.00930927,0.000000,0.000000
1590192245.50030684,0.00947288,0.00163622,0.00000395,41888.00000000,0.00948020,0.000000,0.000000
1590192245.60014701,0.00947291,0.00199544,0.00000351,41898.00000000,0.00951161,0.000000,0.000000
1590192245.70046687,0.00947294,0.00196158,0.00000359,41902.00000000,0.00951213,0.000000,0.000000
1590192245.80030704,0.00947345,0.00198964,0.00000424,41897.00000000,0.01018233,0.000000,0.000000
1590192245.90014696,0.00947507,0.00292121,0.00000431,41885.00000000,0.01170774,0.000000,0.000000
1590192246.00048304,0.00947567,0.00206357,0.00000383,41889.00000000,0.01030551,0.000000,0.000000
1590192246.10032296,0.00947661,0.00265101,0.00000421,41903.00000000,0.01077715,0.000000,0.000000
1590192246.20016313,0.00947670,0.00200293,0.00000342,41927.00000000,0.00959651,0.000000,0.000000
1590192246.30048299,0.00947590,0.00146725,0.00000346,41932.00000000,0.00837537,0.000000,0.000000
1590192246.40032315,0.00947542,0.00201771,0.00000385,41947.00000000,0.00881170,0.000000,0.000000
1590192246.50016308,0.00947530,0.00177186,0.00000358,41940.00000000,0.00930487,0.000000,0.000000
1590192246.60048318,0.00947569,0.00186576,0.00000427,41945.00000000,0.01001312,0.000000,0.000000
1590192246.70032310,0.00947639,0.00256148,0.00000379,41951.00000000,0.01045199,0.000000,0.000000
1590192246.80016303,0.00947655,0.00199303,0.00000400,41948.00000000,0.00969218,0.000000,0.000000
1590192246.90048313,0.00947711,0.00207987,0.00000397,41936.00000000,0.01025512,0.000000,0.000000
1590192247.00033927,0.00947739,0.00156079,0.00000443,41947.00000000,0.00987745,0.000000,0.000000
1590192247.10017920,0.00947684,0.00205061,0.00000341,41932.00000000,0.00871096,0.000000,0.000000
1590192247.20001912,0.00947676,0.00165700,0.00000394,41928.00000000,0.00935849,0.000000,0.000000
1590192247.30033922,0.00947731,0.00191471,0.00000441,41931.00000000,0.01025173,0.000000,0.000000
1590192247.40017915,0.00949011,0.00213943,0.00000368,41933.00000000,0.02735908,0.000000,0.000000
1590192247.50001931,0.00949039,0.00193612,0.00000439,41941.00000000,0.00986932,0.000000,0.000000
1590192247.60033917,0.00949051,0.00230858,0.00000384,41935.00000000,0.00967074,0.000000,0.000000
1590192247.70017910,0.00949051,0.00169379,0.00000403,41947.00000000,0.00948975,0.000000,0.000000
1590192247.80001926,0.00949080,0.00203157,0.00000410,41945.00000000,0.00988619,0.000000,0.000000
1590192247.90033913,0.00949641,0.00169496,0.00000334,41945.00000000,0.01736507,0.000000,0.000000
1590192248.00019526,0.00949681,0.00143973,0.00000391,41955.00000000,0.01005781,0.000000,0.000000
1590192248.10003543,0.00949665,0.00172010,0.00000444,41958.00000000,0.00926849,0.000000,0.000000
1590192248.20035529,0.00949742,0.00217982,0.00000436,41970.00000000,0.01058313,0.000000,0.000000
1590192248.30019522,0.00949788,0.00181391,0.00000443,41984.00000000,0.01014222,0.000000,0.000000
1590192248.40003538,0.00949857,0.00272504,0.00000388,41982.00000000,0.01047031,0.000000,0.000000
1590192248.50035524,0.00949813,0.00203074,0.00000371,41990.00000000,0.00887864,0.000000,0.000000
1590192248.60019541,0.00949892,0.00235827,0.00000421,41987.00000000,0.01061413,0.000000,0.000000
1590192248.70003533,0.00949870,0.00154871,0.00000387,41970.00000000,0.00918548,0.000000,0.000000
1590192248.80035543,0.00949790,0.00217759,0.00000348,41975.00000000,0.00836297,0.000000,0.000000
1590192248.90019536,0.00950078,0.00152658,0.00000436,41982.00000000,0.01356785,0.000000,0.000000
1590192249.00005150,0.00950046,0.00209897,0.00000387,41992.00000000,0.00904609,0.000000,0.000000
1590192249.10037136,0.00950018,0.00181209,0.00000385,41999.00000000,0.00911344,0.000000,0.000000
1590192249.20021152,0.00949982,0.00203220,0.00000351,42012.00000000,0.00898806,0.000000,0.000000
1590192249.30005145,0.00949900,0.00165787,0.00000356,42011.00000000,0.00834008,0.000000,0.000000
1590192249.40037155,0.00949889,0.00201785,0.00000385,42013.00000000,0.00934231,0.000000,0.000000
1590192249.50021148,0.00949792,0.00148655,0.00000360,42010.00000000,0.00811373,0.000000,0.000000
1590192249.60005140,0.00949781,0.00193296,0.00000373,42013.00000000,0.00935104,0.000000,0.000000
1590192249.70037150,0.00949775,0.00196692,0.00000381,42013.00000000,0.00941055,0.000000,0.000000
1590192249.80021143,0.00949808,0.00181257,0.00000429,42013.00000000,0.00995860,0.000000,0.000000
1590192249.90005136,0.00949759,0.00194576,0.00000360,42018.00000000,0.00880117,0.000000,0.000000
1590192250.00038743,0.00949733,0.00217532,0.00000354,42016.00000000,0.00912760,0.000000,0.000000
1590192250.10022736,0.00949761,0.00193035,0.00000426,42018.00000000,0.00990741,0.000000,0.000000
1590192250.20006728,0.00949787,0.00157534,0.00000451,42024.00000000,0.00986575,0.000000,0.000000
1590192250.30038738,0.00949731,0.00149179,0.00000382,42030.00000000,0.00869703,0.000000,0.000000
1590192250.40022731,0.00949766,0.00253855,0.00000374,42046.00000000,0.00999726,0.000000,0.000000
1590192250.50006723,0.00949763,0.00175540,0.00000430,42046.00000000,0.00945738,0.000000,0.000000
1590192250.60038733,0.00949857,0.00264485,0.00000424,42059.00000000,0.01084131,0.000000,0.000000
1590192250.70022726,0.00950029,0.00296788,0.00000487,42062.00000000,0.01195980,0.000000,0.000000
1590192250.80006742,0.00950086,0.00228306,0.00000426,42062.00000000,0.01031628,0.000000,0.000000
1590192250.90038729,0.00950095,0.00195649,0.00000439,42034.00000000,0.00963049,0.000000,0.000000
1590192251.00024343,0.00950051,0.00167847,0.00000366,42047.00000000,0.00885946,0.000000,0.000000
1590192251.10008335,0.00950011,0.00185840,0.00000373,42051.00000000,0.00893173,0.000000,0.000000
1590192251.20040345,0.00949982,0.00158122,0.00000425,42060.00000000,0.00908839,0.000000,0.000000
1590192251.30024338,0.00950052,0.00250157,0.00000418,42070.00000000,0.01049744,0.000000,0.000000
1590192251.40008354,0.00950073,0.00246530,0.00000369,42074.00000000,0.00980029,0.000000,0.000000
1590192251.50040340,0.00950100,0.00186958,0.00000443,42084.00000000,0.00989167,0.000000,0.000000
1590192251.60024357,0.00950124,0.00201836,0.00000398,42088.00000000,0.00984876,0.000000,0.000000
1590192251.70008349,0.00950151,0.00193051,0.00000436,42103.00000000,0.00988845,0.000000,0.000000
1590192251.80040336,0.00950137,0.00227962,0.00000368,42113.00000000,0.00929979,0.000000,0.000000
1590192251.90024352,0.00950079,0.00156166,0.00000357,42124.00000000,0.00865993,0.000000,0.000000
